stage,point_label,condition,seed,total_hidden_neurons,output_window_len,total_latency_steps,artifacts_complete,finite_and_legal,worst_query_balanced_accuracy,exact_trial_accuracy,minimum_window_activity_fraction,maximum_schedule_error_steps,delay_query_means,neuron_update_proxy_N_times_T,scaffold_source_joint_passed,technical_valid
smoke,smoke_center,spatial_independent_d0,3799,80,8,50,True,True,0.724609375,0.54052734375,0.0,35.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",4000,,True
smoke,smoke_center,shared_d0,3799,80,8,50,True,True,0.5,0.05615234375,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",4000,,True
smoke,smoke_center,shared_temporal_oracle,3799,80,8,50,True,True,0.99853515625,0.99658203125,1.0,0.0,"[3.0, 11.0, 19.0, 27.0, 35.0]",4000,,True
smoke,smoke_center,shared_temporal_task_only,3799,80,8,50,True,True,0.5,0.0947265625,0.0,32.0,"[3.0, 3.0, 3.0, 3.0, 3.0]",4000,,True
smoke,smoke_center,shared_temporal_annealed,3799,80,8,50,True,True,0.5,0.12353515625,0.0,30.679836750030518,"[3.340402126312256, 4.34583044052124, 4.312003135681152, 4.288535118103027, 4.320163249969482]",4000,False,True
