seed,N_hidden,w,T,worst_bacc,exact_trial,mechanism_valid,pass_90,max_centroid_error,minimum_window_activity,selected_update,bacc_q0_AND,activity_q0,bacc_q1_OR,activity_q1,bacc_q2_XOR,activity_q2,bacc_q3_XNOR,activity_q3,bacc_q4_NAND,activity_q4,bacc_q5_NOR,activity_q5
4027,4,10,70,0.9990234375,0.9990234375,True,True,0.38282012939453125,0.74951171875,500,1.0,1.0,1.0,1.0,1.0,1.0,0.9990234375,0.74951171875,1.0,1.0,1.0,0.98876953125
4027,4,14,94,0.998046875,0.99755859375,True,True,0.306793212890625,0.9931640625,550,1.0,1.0,1.0,1.0,1.0,0.9931640625,0.998046875,0.994140625,1.0,1.0,0.9996744394302368,0.99951171875
4027,4,20,130,0.99951171875,0.99951171875,True,True,0.24488067626953125,0.998046875,600,1.0,1.0,1.0,1.0,1.0,0.99951171875,0.99951171875,0.99951171875,1.0,1.0,1.0,0.998046875
4027,4,26,166,0.9990234375,0.9990234375,True,True,0.468017578125,0.97412109375,575,1.0,1.0,1.0,1.0,1.0,1.0,0.9990234375,1.0,1.0,1.0,1.0,0.97412109375
4027,5,4,34,0.9931640625,0.9833984375,True,True,0.042057037353515625,0.98046875,550,1.0,1.0,0.9986978769302368,1.0,0.9931640625,0.98779296875,0.99658203125,0.98046875,0.9983724355697632,1.0,0.998046875,0.9990234375
4027,5,5,40,0.9990234375,0.998046875,True,True,0.4215888977050781,0.89306640625,425,1.0,1.0,1.0,1.0,0.9990234375,1.0,0.99951171875,0.98486328125,1.0,1.0,0.9990234375,0.89306640625
4027,5,6,46,0.99853515625,0.99755859375,True,True,0.0435791015625,0.99951171875,600,1.0,1.0,0.9996744394302368,0.99951171875,0.99853515625,1.0,1.0,1.0,0.9990234375,1.0,1.0,0.99951171875
4027,5,8,58,0.99755859375,0.9970703125,True,True,0.07159042358398438,0.99853515625,600,1.0,1.0,1.0,1.0,0.99951171875,0.99853515625,0.99755859375,1.0,1.0,1.0,1.0,1.0
4027,5,10,70,0.99951171875,0.99951171875,True,True,0.14177703857421875,0.9990234375,575,1.0,1.0,1.0,1.0,0.99951171875,1.0,1.0,1.0,1.0,1.0,1.0,0.9990234375
4027,5,14,94,0.9990234375,0.998046875,True,True,0.4187164306640625,0.99951171875,525,1.0,1.0,1.0,0.99951171875,0.99951171875,1.0,1.0,1.0,1.0,1.0,0.9990234375,1.0
4027,5,20,130,0.9990234375,0.9990234375,True,True,0.4641265869140625,0.99609375,550,1.0,1.0,1.0,1.0,1.0,0.99609375,0.9990234375,0.9970703125,1.0,1.0,1.0,0.99853515625
4027,5,26,166,0.99853515625,0.99755859375,True,True,0.4474029541015625,0.99951171875,575,1.0,1.0,0.9996744394302368,0.99951171875,0.99951171875,1.0,0.99853515625,0.99951171875,1.0,1.0,1.0,0.99951171875
4049,1,4,34,0.50634765625,0.21923828125,True,False,0.1975688934326172,0.05615234375,450,0.9986978769302368,0.75,0.994140625,0.2509765625,0.50634765625,0.05615234375,0.521484375,0.1025390625,0.9990234375,0.25146484375,0.9098306894302368,0.61669921875
4049,1,5,40,0.50732421875,0.21923828125,True,False,0.1971454620361328,0.04345703125,475,0.9990234375,0.75048828125,1.0,0.25,0.50732421875,0.04345703125,0.5126953125,0.119140625,0.9970703125,0.25439453125,0.9117838144302368,0.61962890625
4049,1,6,46,0.51416015625,0.259765625,True,False,0.1839447021484375,0.05419921875,500,1.0,0.75,1.0,0.25,0.51806640625,0.05419921875,0.51416015625,0.30224609375,1.0,0.25,0.9713541269302368,0.708984375
4049,1,8,58,0.5087890625,0.25927734375,True,False,0.2819061279296875,0.0361328125,500,0.9996744394302368,0.74951171875,1.0,0.25,0.5087890625,0.0361328125,0.5400390625,0.134765625,0.9996744394302368,0.25048828125,0.9615885019302368,0.6923828125
4049,1,10,70,0.50341796875,0.2685546875,True,False,0.2750091552734375,0.03955078125,525,0.9996744394302368,0.74951171875,0.9996744394302368,0.25048828125,0.50341796875,0.03955078125,0.54052734375,0.08251953125,1.0,0.25,0.990234375,0.7353515625
4049,1,14,94,0.51220703125,0.255859375,True,False,0.42504119873046875,0.21630859375,525,0.9996744394302368,0.74951171875,0.9996744394302368,0.25048828125,0.51220703125,0.21630859375,0.51806640625,0.29150390625,1.0,0.25,0.9755859375,0.71337890625
4049,1,20,130,0.509765625,0.25634765625,True,False,0.25327301025390625,0.087890625,600,0.9993489980697632,0.7490234375,0.9996744394302368,0.25048828125,0.51416015625,0.15087890625,0.509765625,0.087890625,1.0,0.25,0.9947916269302368,0.7421875
4049,1,26,166,0.50732421875,0.28076171875,True,False,0.34075927734375,0.06396484375,600,0.9954427480697632,0.7431640625,1.0,0.25,0.5595703125,0.0908203125,0.50732421875,0.06396484375,1.0,0.25,0.9954427480697632,0.7431640625
4049,2,4,34,0.5673828125,0.3154296875,True,False,0.019134521484375,0.08837890625,600,0.998046875,0.9990234375,0.9879556894302368,0.9794921875,0.5673828125,0.24267578125,0.580078125,0.08837890625,0.94921875,0.94140625,0.9977213144302368,0.94189453125
4049,2,5,40,0.6640625,0.4755859375,True,False,0.09491348266601562,0.29296875,525,0.9990234375,1.0,0.9986978769302368,0.9990234375,0.6640625,0.34765625,0.69189453125,0.29296875,0.98046875,0.96337890625,0.994140625,0.95751953125
4049,2,6,46,0.6982421875,0.490234375,True,False,0.06367111206054688,0.3662109375,575,0.9990234375,1.0,0.9931640625,0.9794921875,0.69970703125,0.37890625,0.6982421875,0.3662109375,0.9765625,0.9677734375,0.99609375,0.96240234375
4049,2,8,58,0.71923828125,0.51806640625,True,False,0.3968467712402344,0.43017578125,475,0.9990234375,1.0,0.9869791269302368,0.994140625,0.71923828125,0.44189453125,0.73583984375,0.43017578125,0.9762369394302368,0.98828125,0.986328125,0.98388671875
4049,2,10,70,0.9951171875,0.99267578125,True,True,0.10175323486328125,0.74755859375,600,0.9996744394302368,1.0,1.0,0.99951171875,0.9951171875,0.74755859375,0.99755859375,0.75,0.9996744394302368,0.986328125,1.0,0.970703125
4049,2,14,94,0.998046875,0.99560546875,True,True,0.15642547607421875,0.7490234375,600,0.9990234375,0.9990234375,1.0,0.99267578125,0.9990234375,0.7490234375,0.998046875,0.75,0.9996744394302368,1.0,0.9996744394302368,0.99951171875
4049,2,20,130,0.9853515625,0.98095703125,True,True,0.24457550048828125,0.74853515625,600,0.9990234375,0.9990234375,0.9970703125,1.0,0.9853515625,0.7509765625,0.998046875,0.74853515625,1.0,1.0,0.9996744394302368,0.9990234375
4049,2,26,166,0.98974609375,0.986328125,True,True,0.3383636474609375,0.74853515625,600,0.9996744394302368,0.99755859375,1.0,0.99951171875,0.98974609375,1.0,0.99755859375,0.74853515625,1.0,0.9853515625,0.9996744394302368,0.99560546875
4049,3,4,34,0.79345703125,0.76220703125,True,False,0.09111213684082031,0.26513671875,500,1.0,0.765625,0.9921875,0.26513671875,0.79345703125,0.99951171875,0.9755859375,1.0,0.9905599355697632,0.47265625,0.998046875,0.78466796875
4049,3,5,40,0.9970703125,0.990234375,True,True,0.04546165466308594,0.2626953125,575,0.9986978769302368,0.75,0.9970703125,0.2626953125,0.9970703125,0.9814453125,0.9990234375,0.75244140625,0.9977213144302368,0.28662109375,0.9990234375,0.75048828125
