op,train_mode,hidden_size,delay_param_type,delay_step,fixed_delay_value,n_seeds,acc_mean,acc_std,acc_ci95,spikes_mean,throughput_mean,density_mean
A_IMP_B,delays_only,10,sigmoid,1.0,,1,0.7649999856948853,0.0,0.0,0.2930000126361847,3.412969136085637,0.002
A_IMP_B,delays_only,20,sigmoid,1.0,,1,0.7599999904632568,0.0,0.0,1.7630000114440918,0.5672149707933861,0.001
A_IMP_B,delays_only,50,sigmoid,1.0,,1,0.7680000066757202,0.0,0.0,2.635999917984009,0.37936268251661853,0.0004
A_IMP_B,weights_and_delays,10,sigmoid,1.0,,1,0.949999988079071,0.0,0.0,7.849999904632568,0.12738853657945445,0.002
A_IMP_B,weights_and_delays,20,sigmoid,1.0,,1,0.9850000143051147,0.0,0.0,17.000999450683594,0.05882007130820718,0.001
A_IMP_B,weights_and_delays,50,sigmoid,1.0,,1,0.9850000143051147,0.0,0.0,25.57200050354004,0.03910527062055883,0.0004
A_IMP_B,weights_only,10,sigmoid,1.0,0.0,1,0.7770000100135803,0.0,0.0,10.234000205993652,0.09771350203944096,0.002
A_IMP_B,weights_only,20,sigmoid,1.0,0.0,1,0.781000018119812,0.0,0.0,15.914999961853027,0.0628338047374753,0.001
A_IMP_B,weights_only,50,sigmoid,1.0,0.0,1,0.7839999794960022,0.0,0.0,31.174999237060547,0.0320769855484458,0.0004
AND,delays_only,10,sigmoid,1.0,,1,0.7839999794960022,0.0,0.0,0.27399998903274536,3.6496351825783884,0.002
AND,delays_only,20,sigmoid,1.0,,1,0.8809999823570251,0.0,0.0,1.5269999504089355,0.6548788686811658,0.001
AND,delays_only,50,sigmoid,1.0,,1,0.8600000143051147,0.0,0.0,2.125999927520752,0.4703669022068859,0.0004
AND,weights_and_delays,10,sigmoid,1.0,,1,0.9620000123977661,0.0,0.0,4.413000106811523,0.22660321228102553,0.002
AND,weights_and_delays,20,sigmoid,1.0,,1,0.9850000143051147,0.0,0.0,11.960000038146973,0.0836120398670948,0.001
AND,weights_and_delays,50,sigmoid,1.0,,1,0.9879999756813049,0.0,0.0,23.340999603271484,0.04284306657799864,0.0004
AND,weights_only,10,sigmoid,1.0,0.0,1,0.781000018119812,0.0,0.0,9.331000328063965,0.10716964578732195,0.002
AND,weights_only,20,sigmoid,1.0,0.0,1,0.7900000214576721,0.0,0.0,16.093000411987305,0.06213881652890055,0.001
AND,weights_only,50,sigmoid,1.0,0.0,1,0.800000011920929,0.0,0.0,29.74799919128418,0.033615706171357854,0.0004
B_IMP_A,delays_only,10,sigmoid,1.0,,1,0.7509999871253967,0.0,0.0,0.28299999237060547,3.5335689998550954,0.002
B_IMP_A,delays_only,20,sigmoid,1.0,,1,0.7689999938011169,0.0,0.0,1.8270000219345093,0.547345368360289,0.001
B_IMP_A,delays_only,50,sigmoid,1.0,,1,0.7789999842643738,0.0,0.0,2.6670000553131104,0.37495312308218093,0.0004
B_IMP_A,weights_and_delays,10,sigmoid,1.0,,1,0.9330000281333923,0.0,0.0,10.680000305175781,0.09363295612598216,0.002
B_IMP_A,weights_and_delays,20,sigmoid,1.0,,1,0.9639999866485596,0.0,0.0,14.263999938964844,0.07010656227418431,0.001
B_IMP_A,weights_and_delays,50,sigmoid,1.0,,1,0.9779999852180481,0.0,0.0,32.14699935913086,0.031107102371468007,0.0004
B_IMP_A,weights_only,10,sigmoid,1.0,0.0,1,0.781000018119812,0.0,0.0,11.817999839782715,0.08461668755771332,0.002
B_IMP_A,weights_only,20,sigmoid,1.0,0.0,1,0.8109999895095825,0.0,0.0,18.64299964904785,0.053639436722892,0.001
B_IMP_A,weights_only,50,sigmoid,1.0,0.0,1,0.8029999732971191,0.0,0.0,41.45800018310547,0.024120796844598152,0.0004
NAND,delays_only,10,sigmoid,1.0,,1,0.7860000133514404,0.0,0.0,0.24699999392032623,4.0485830956035,0.002
NAND,delays_only,20,sigmoid,1.0,,1,0.8569999933242798,0.0,0.0,1.5490000247955322,0.6455777817899001,0.001
NAND,delays_only,50,sigmoid,1.0,,1,0.8920000195503235,0.0,0.0,2.055000066757202,0.48661798905826986,0.0004
NAND,weights_and_delays,10,sigmoid,1.0,,1,0.9359999895095825,0.0,0.0,4.965000152587891,0.20140986289371476,0.002
NAND,weights_and_delays,20,sigmoid,1.0,,1,0.9649999737739563,0.0,0.0,8.420000076293945,0.11876484452956787,0.001
NAND,weights_and_delays,50,sigmoid,1.0,,1,0.9890000224113464,0.0,0.0,20.66699981689453,0.04838631677842934,0.0004
NAND,weights_only,10,sigmoid,1.0,0.0,1,0.7590000033378601,0.0,0.0,3.8589999675750732,0.2591344929780816,0.002
NAND,weights_only,20,sigmoid,1.0,0.0,1,0.7850000262260437,0.0,0.0,13.425000190734863,0.0744878946586638,0.001
NAND,weights_only,50,sigmoid,1.0,0.0,1,0.7910000085830688,0.0,0.0,31.812000274658203,0.031434678466182815,0.0004
NOR,delays_only,10,sigmoid,1.0,,1,0.7549999952316284,0.0,0.0,0.2919999957084656,3.42465758457889,0.002
NOR,delays_only,20,sigmoid,1.0,,1,0.7559999823570251,0.0,0.0,1.7230000495910645,0.5803830361103816,0.001
NOR,delays_only,50,sigmoid,1.0,,1,0.7559999823570251,0.0,0.0,2.5920000076293945,0.38580246800021634,0.0004
NOR,weights_and_delays,10,sigmoid,1.0,,1,0.9409999847412109,0.0,0.0,9.687999725341797,0.10322048186935921,0.002
NOR,weights_and_delays,20,sigmoid,1.0,,1,0.9860000014305115,0.0,0.0,26.03499984741211,0.03840983314234205,0.001
NOR,weights_and_delays,50,sigmoid,1.0,,1,0.9850000143051147,0.0,0.0,39.65999984741211,0.02521432183175492,0.0004
NOR,weights_only,10,sigmoid,1.0,0.0,1,0.7549999952316284,0.0,0.0,0.593999981880188,1.6835017348564563,0.002
NOR,weights_only,20,sigmoid,1.0,0.0,1,0.7559999823570251,0.0,0.0,1.8589999675750732,0.5379236242292276,0.001
NOR,weights_only,50,sigmoid,1.0,0.0,1,0.7559999823570251,0.0,0.0,2.878999948501587,0.347342833583746,0.0004
OR,delays_only,10,sigmoid,1.0,,1,0.7559999823570251,0.0,0.0,0.28299999237060547,3.5335689998550954,0.002
OR,delays_only,20,sigmoid,1.0,,1,0.7559999823570251,0.0,0.0,1.843000054359436,0.5425935813917085,0.001
OR,delays_only,50,sigmoid,1.0,,1,0.7559999823570251,0.0,0.0,2.507999897003174,0.39872409930913744,0.0004
OR,weights_and_delays,10,sigmoid,1.0,,1,0.9649999737739563,0.0,0.0,18.804000854492188,0.05318017201435644,0.002
OR,weights_and_delays,20,sigmoid,1.0,,1,0.9779999852180481,0.0,0.0,26.680999755859375,0.037479854921118216,0.001
OR,weights_and_delays,50,sigmoid,1.0,,1,0.9860000014305115,0.0,0.0,41.0989990234375,0.024331492828565743,0.0004
OR,weights_only,10,sigmoid,1.0,0.0,1,0.7559999823570251,0.0,0.0,0.3240000009536743,3.0864197440017307,0.002
OR,weights_only,20,sigmoid,1.0,0.0,1,0.7559999823570251,0.0,0.0,3.1059999465942383,0.321957507145649,0.001
OR,weights_only,50,sigmoid,1.0,0.0,1,0.7559999823570251,0.0,0.0,2.9670000076293945,0.33704078106794166,0.0004
XNOR,delays_only,10,sigmoid,1.0,,1,0.5170000195503235,0.0,0.0,0.3140000104904175,3.1847132693981792,0.002
XNOR,delays_only,20,sigmoid,1.0,,1,0.6169999837875366,0.0,0.0,1.5750000476837158,0.6349206156981752,0.001
XNOR,delays_only,50,sigmoid,1.0,,1,0.6069999933242798,0.0,0.0,2.5820000171661377,0.38729666667374596,0.0004
XNOR,weights_and_delays,10,sigmoid,1.0,,1,0.8460000157356262,0.0,0.0,4.804999828338623,0.20811655270043164,0.002
XNOR,weights_and_delays,20,sigmoid,1.0,,1,0.9330000281333923,0.0,0.0,10.9350004196167,0.09144947065626657,0.001
XNOR,weights_and_delays,50,sigmoid,1.0,,1,0.9520000219345093,0.0,0.0,19.615999221801758,0.050978794844596685,0.0004
XNOR,weights_only,10,sigmoid,1.0,0.0,1,0.5270000100135803,0.0,0.0,0.8790000081062317,1.137656417267228,0.002
XNOR,weights_only,20,sigmoid,1.0,0.0,1,0.5799999833106995,0.0,0.0,7.552999973297119,0.13239772322724752,0.001
