op,train_mode,hidden_size,delay_param_type,delay_step,fixed_delay_value,n_seeds,acc_mean,acc_std,acc_ci95,spikes_mean,throughput_mean,density_mean
XNOR,delays_only,20,sigmoid,,,1,0.6169999837875366,0.0,0.0,1.5750000476837158,0.6349206156981752,0.0
XNOR,delays_only,50,sigmoid,,,1,0.6069999933242798,0.0,0.0,2.5820000171661377,0.38729666667374596,0.0
XNOR,weights_and_delays,10,sigmoid,,,1,0.8460000157356262,0.0,0.0,4.804999828338623,0.20811655270043164,0.0
XNOR,weights_and_delays,20,sigmoid,,,1,0.9330000281333923,0.0,0.0,10.9350004196167,0.09144947065626657,0.0
XNOR,weights_and_delays,50,sigmoid,,,1,0.9520000219345093,0.0,0.0,19.615999221801758,0.050978794844596685,0.0
XNOR,weights_only,10,sigmoid,,,1,0.7689999938011169,0.0,0.0,3.9619998931884766,0.2523977857039354,0.0
XNOR,weights_only,20,sigmoid,,,1,0.8330000042915344,0.0,0.0,8.831999778747559,0.11322464051757565,0.0
XNOR,weights_only,50,sigmoid,,,1,0.8130000233650208,0.0,0.0,16.42099952697754,0.06089763283636491,0.0
XOR,delays_only,10,sigmoid,,,1,0.5339999794960022,0.0,0.0,0.2619999945163727,3.816793973014793,0.0
XOR,delays_only,20,sigmoid,,,1,0.6240000128746033,0.0,0.0,1.6100000143051147,0.6211180069036246,0.0
XOR,delays_only,50,sigmoid,,,1,0.6019999980926514,0.0,0.0,2.5820000171661377,0.38729666667374596,0.0
XOR,weights_and_delays,10,sigmoid,,,1,0.8600000143051147,0.0,0.0,4.986000061035156,0.20056156994759192,0.0
XOR,weights_and_delays,20,sigmoid,,,1,0.902999997138977,0.0,0.0,7.790999889373779,0.12835322990620365,0.0
XOR,weights_and_delays,50,sigmoid,,,1,0.9319999814033508,0.0,0.0,19.718000411987305,0.05071508160594534,0.0
XOR,weights_only,10,sigmoid,,,1,0.7850000262260437,0.0,0.0,4.75600004196167,0.2102607214417807,0.0
XOR,weights_only,20,sigmoid,,,1,0.8130000233650208,0.0,0.0,6.428999900817871,0.15554518827613983,0.0
XOR,weights_only,50,sigmoid,,,1,0.8259999752044678,0.0,0.0,15.37399959564209,0.0650448826786401,0.0
