estimator_id,delay_gradient_mode,delay_gradient_sigma,intervention_rank,granularity,delay_tying,independent_delay_parameters,perturbation_delay_steps,seed,raw_gradient_mean,raw_gradient_min,raw_gradient_max,mean_gradient_target_directed,target_directed_coordinate_fraction,nonzero_coordinate_fraction,gradient_norm,exact_interface_patterns,forward_record_sha256,updates,test_split_opened
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,3.0,2521,-0.010455508716404438,-0.010455508716404438,-0.010455508716404438,True,1.0,1.0,0.010455508716404438,0,d80e98cf1cf5b1f2bdf4e1117e10e300dfb64e26f489fd9fe129e02699e5f718,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,3.0,2539,-0.0095750093460083,-0.0095750093460083,-0.0095750093460083,True,1.0,1.0,0.0095750093460083,0,7bb18c9a45b3c6bc703b0d1a011c210254254aa21a8ad0ec9808daa6ef0c9bac,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,3.0,2551,-0.009272240102291107,-0.009272240102291107,-0.009272240102291107,True,1.0,1.0,0.009272240102291107,0,871bf310077702dcd26e04cdbd9b32f10291a4a242a03d7297e4e048a58532af,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,3.0,2579,-0.010415289551019669,-0.010415289551019669,-0.010415289551019669,True,1.0,1.0,0.010415289551019669,0,05d0d66945271e9f67582173e3f931f80a75bd351d39d6db4202cc86224c388a,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,5.0,2503,0.0015858635306358337,0.0015858635306358337,0.0015858635306358337,True,1.0,1.0,0.0015858635306358337,0,871319ce6dd04193d50f062af62e6d1b894175587b491a8de14199ef9d7a9f75,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,5.0,2521,0.0004950173897668719,0.0004950173897668719,0.0004950173897668719,True,1.0,1.0,0.0004950173897668719,0,3ee47cf1edc1477fc68ec5f9b662859ea113a5befc3f7d4d6ccf691241dcc534,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,5.0,2539,6.262253009481356e-05,6.262253009481356e-05,6.262253009481356e-05,True,1.0,1.0,6.262253009481356e-05,0,4e0d766bc4db33e2aaaa812e8630fdbfde7d1b7a3b81635fcadc7550d48f9f48,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,5.0,2551,0.00027436207165010273,0.00027436207165010273,0.00027436207165010273,True,1.0,1.0,0.00027436207165010273,0,de2b17c8a956a9ce1746da7bc456c4f760b245508436af2bd652bf1d4d7ebe3e,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,global,global,1,5.0,2579,0.0011104679433628917,0.0011104679433628917,0.0011104679433628917,True,1.0,1.0,0.0011104679433628917,0,8db5a2cf8b6dd11052cf1eb3fe50fffcc2192d74b4f04fe3f85c4e8c0cab4f99,0,False
gaussian_ste_s1p00,gaussian_ste,1.0,4,per_hidden,post_neuron,16,3.0,2503,-0.0008939447409375134,-0.0026264488697052,0.0005281799822114408,True,0.9375,1.0,0.0048158346737961245,0,dc39ec1223655fa33bff11fb4597aee825f695181608c44cbeb438f0741bc9cf,0,False
