threshold,condition,n,mean_worst_query_accuracy,min_worst_query_accuracy,max_worst_query_accuracy,mean_exact_trial_accuracy,mean_hidden_spikes,mean_final_delay_grad_norm,mean_delay_grad_norm,min_final_delay_movement,mean_final_delay_movement,max_final_saturation_fraction,all_epoch_gradients_nonzero_finite
0.2,scalar,3,0.7119999925295512,0.6399999856948853,0.7900000214576721,0.43533334136009216,17.513333002726238,0.14739857144416613,0.07670717861253895,0.5751729011535645,0.5758677323659261,0.0,True
0.2,w_and_d,3,0.6866666674613953,0.6499999761581421,0.7260000109672546,0.4046666622161865,17.127999941507976,0.10965242745973851,0.06962082582271067,0.7089980244636536,0.8839083711306254,0.0,True
0.3,scalar,3,0.6886666615804037,0.6800000071525574,0.6959999799728394,0.40800000230471295,10.238000075022379,0.10331602908516994,0.05553065708156307,0.5759220123291016,0.577113151550293,0.0,True
0.3,w_and_d,3,0.6759999990463257,0.6359999775886536,0.7300000190734863,0.43066667517026264,9.893999735514322,0.087981257729709,0.04486696055179329,0.8831977844238281,0.989240288734436,0.0,True
0.5,scalar,3,0.5366666615009308,0.4659999907016754,0.5820000171661377,0.2326666663090388,2.8586666584014893,0.060744579402555426,0.03026362196671054,0.5756497383117676,1.243933916091919,0.0,True
0.5,w_and_d,3,0.5966666539510092,0.5479999780654907,0.6639999747276306,0.2920000006755193,2.4953333536783853,0.03451762575917521,0.022086277818089816,0.8060005903244019,1.044251561164856,0.0,True
