order_id,condition,seed,operation,position,balanced_accuracy,output_current_support,output_activity,signed_current_class_gap,realized_arrival_mass
cyclic_1,scalar,73,NAND,0,0.8201634883880615,1.0,0.859375,7.964508831501007,1.0
cyclic_1,scalar,73,NOR,1,0.5,0.0,0.0,0.0,0.0
cyclic_1,scalar,73,XOR,2,0.5,0.0,0.0,0.0,0.0
cyclic_1,w_and_d,19,NAND,0,1.0,1.0,1.0,19.199312210083008,0.5340288014103145
cyclic_1,w_and_d,19,NOR,1,0.6153846383094788,0.984375,0.796875,17.58873102068901,0.2541556652184548
cyclic_1,w_and_d,19,XOR,2,0.5,0.0,0.0,0.0,0.0
cyclic_1,w_and_d,7,NAND,0,0.9815577268600464,1.0,0.984375,19.961039066314697,0.5166898562587033
cyclic_1,w_and_d,7,NOR,1,0.6279069781303406,1.0,0.75,12.165859699249268,0.21462602962385394
cyclic_1,w_and_d,7,XOR,2,0.5,0.0,0.0,0.0,0.0
cyclic_1,w_and_d,73,NAND,0,1.0,1.0,1.0,26.059531211853027,0.5214115831983807
cyclic_1,w_and_d,73,NOR,1,0.8964285850524902,1.0,0.96875,22.611448347568512,0.26976754714205214
cyclic_1,w_and_d,73,XOR,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,19,NOR,0,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,19,XOR,1,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,19,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,7,NOR,0,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,7,XOR,1,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,7,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,73,NOR,0,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,73,XOR,1,0.5,0.0,0.0,0.0,0.0
cyclic_2,d0,73,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,fixed_full_support,19,NOR,0,0.5,1.0,0.8125,1.4056730270385742,0.15470091581861695
cyclic_2,fixed_full_support,19,XOR,1,0.486308217048645,1.0,0.484375,-0.08200883865356445,0.26392239598241907
cyclic_2,fixed_full_support,19,NAND,2,0.962435245513916,1.0,0.96875,10.25258493423462,0.39573654014870197
cyclic_2,fixed_full_support,7,NOR,0,0.5,0.90625,0.5,4.852410674095154,0.19084460607462972
cyclic_2,fixed_full_support,7,XOR,1,0.5084481239318848,0.984375,0.21875,0.35527658462524414,0.2481064850795517
cyclic_2,fixed_full_support,7,NAND,2,0.917995810508728,1.0,0.984375,10.70889663696289,0.4836836323584855
cyclic_2,fixed_full_support,73,NOR,0,0.5,1.0,0.921875,3.4783873558044434,0.18114680089075402
cyclic_2,fixed_full_support,73,XOR,1,0.48153483867645264,1.0,0.421875,0.35065340995788574,0.25980656987969636
cyclic_2,fixed_full_support,73,NAND,2,0.738194465637207,1.0,0.828125,8.009679675102234,0.3739978565779201
cyclic_2,fixed_matched,19,NOR,0,0.8498404026031494,1.0,0.921875,9.822898387908936,0.6697026433007676
cyclic_2,fixed_matched,19,XOR,1,0.5653963685035706,0.9375,0.171875,0.22056245803833008,0.16496369920603335
cyclic_2,fixed_matched,19,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,fixed_matched,7,NOR,0,0.8016529083251953,1.0,0.9375,6.96101239323616,0.6878291436082443
cyclic_2,fixed_matched,7,XOR,1,0.5346805453300476,0.828125,0.171875,-0.18093276023864746,0.1081675994768043
cyclic_2,fixed_matched,7,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,fixed_matched,73,NOR,0,0.7781955003738403,1.0,0.890625,12.043091893196106,0.6289273088643634
cyclic_2,fixed_matched,73,XOR,1,0.6591781973838806,0.921875,0.390625,0.6846003532409668,0.15384363389710065
cyclic_2,fixed_matched,73,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,scalar,19,NOR,0,0.7704973220825195,1.0,0.796875,11.192871570587158,0.17024861706028363
cyclic_2,scalar,19,XOR,1,0.5,0.0,0.0,0.0,0.0
cyclic_2,scalar,19,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,scalar,7,NOR,0,0.8719007968902588,1.0,0.609375,12.073185205459595,0.15888652209816173
cyclic_2,scalar,7,XOR,1,0.5,0.0,0.0,0.0,0.0
cyclic_2,scalar,7,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,scalar,73,NOR,0,0.7669172883033752,1.0,0.578125,12.099979877471924,0.8006799029185232
cyclic_2,scalar,73,XOR,1,0.5,0.0,0.0,0.0,0.0
cyclic_2,scalar,73,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,w_and_d,19,NOR,0,0.80859375,1.0,0.90625,21.0917489528656,0.4852965586657243
cyclic_2,w_and_d,19,XOR,1,0.5290200114250183,1.0,0.25,0.20211362838745117,0.16328330639262945
cyclic_2,w_and_d,19,NAND,2,0.6994818449020386,0.421875,0.28125,1.1162947416305542,0.0
cyclic_2,w_and_d,7,NOR,0,0.8471074104309082,1.0,0.90625,8.62225866317749,0.5916620888571784
cyclic_2,w_and_d,7,XOR,1,0.5913534760475159,1.0,0.328125,0.4304697513580322,0.10914351048049371
cyclic_2,w_and_d,7,NAND,2,0.5,0.0,0.0,0.0,0.0
cyclic_2,w_and_d,73,NOR,0,0.6879699230194092,1.0,0.875,20.38412308692932,0.48753543639068336
cyclic_2,w_and_d,73,XOR,1,0.5987263321876526,1.0,0.421875,0.9795875549316406,0.24232874955887315
cyclic_2,w_and_d,73,NAND,2,0.8314806222915649,0.84375,0.546875,1.7647905349731445,0.05005110626692174
