cell,hidden_size,seed,final_category,checkpoint,A,B,pattern,target_class,logit,prediction,classification_correct,output_class0_spikes,output_class1_spikes,total_output_spikes,interface_status,valid_one_target_spike,target_time,target_time_correct_spike,target_time_wrong_spike,correct_spike_times,wrong_spike_times,target_time_correct_voltage,target_time_wrong_voltage,correct_threshold_margin,wrong_suppression_margin,class_voltage_separation,correct_peak_time,wrong_peak_time,correct_peak_voltage,wrong_peak_voltage,correct_peak_threshold_margin,wrong_global_suppression_margin,target_time_correct_current,target_time_wrong_current,hidden_spikes_total,active_hidden_neurons,causal_hidden_spikes_at_t_minus_1
h12_seed509,12,509,successful,last,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.11640791594982147,-0.08060495555400848,0.08640791594982147,0.11060495555400848,0.19701287150382996,11,0,0.11640791594982147,0.0,0.08640791594982147,0.03,1.2232531309127808,-0.8470237255096436,1.0,1,1.0
h16_seed107,16,107,silent,best,0,0,00,0,0.0,0,True,0.0,0.0,0.0,silent,False,11,0.0,0.0,,,0.0,0.0,-0.03,0.03,0.0,0,0,0.0,0.0,-0.03,0.03,0.0,0.0,0.0,0,0.0
h16_seed107,16,107,silent,best,1,0,10,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.0953918844461441,-0.09493611752986908,0.0653918844461441,0.12493611752986908,0.19032800197601318,11,0,0.0953918844461441,0.0,0.0653918844461441,0.03,1.0024096965789795,-0.9976203441619873,2.0,2,2.0
h16_seed107,16,107,silent,best,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.0834946259856224,-0.0011179447174072266,0.05349462598562241,0.031117944717407225,0.08461257070302963,11,0,0.0834946259856224,0.0,0.05349462598562241,0.03,0.8773893713951111,-0.011747735552489758,1.0,1,1.0
h16_seed107,16,107,silent,best,1,1,11,0,0.0,0,True,0.0,0.0,0.0,silent,False,11,0.0,0.0,,,-0.007399726193398237,0.020628521218895912,-0.037399726193398236,0.009371478781104087,-0.02802824741229415,0,11,0.0,0.020628521218895912,-0.03,0.009371478781104087,-0.0777587890625,0.21677137911319733,2.0,2,2.0
h16_seed107,16,107,silent,last,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.17466726899147034,-0.2054600864648819,0.14466726899147034,0.2354600864648819,0.38012735545635223,11,0,0.17466726899147034,0.0,0.14466726899147034,0.03,1.8354618549346924,-2.159043073654175,3.0,3,3.0
h16_seed107,16,107,silent,last,1,0,10,1,0.0,0,False,0.0,0.0,0.0,silent,False,11,0.0,0.0,,,-0.02479689195752144,-0.036646272987127304,-0.05479689195752144,0.0666462729871273,0.011849381029605865,0,0,0.0,0.0,-0.03,0.03,-0.26057401299476624,-0.38509124517440796,1.0,1,1.0
h16_seed107,16,107,silent,last,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.17449362576007843,-0.23237916827201843,0.14449362576007843,0.26237916827201846,0.40687279403209686,11,0,0.17449362576007843,0.0,0.14449362576007843,0.03,1.8336372375488281,-2.441917657852173,3.0,3,3.0
h16_seed107,16,107,silent,last,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.08826205879449844,-0.28747326135635376,0.058262058794498445,0.3174732613563538,0.3757353201508522,11,0,0.08826205879449844,0.0,0.058262058794498445,0.03,1.2759320735931396,-2.7850875854492188,4.0,4,3.0
h16_seed211,16,211,silent,best,0,0,00,0,0.0,0,True,0.0,0.0,0.0,silent,False,11,0.0,0.0,,,-0.03600413724780083,-0.003233489114791155,-0.06600413724780083,0.033233489114791154,-0.03277064813300967,0,0,0.0,0.0,-0.03,0.03,-0.37834346294403076,-0.03397858142852783,2.0,2,2.0
h16_seed211,16,211,silent,best,1,0,10,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,0.0,0.0,10,,0.0,-0.007478449493646622,-0.03,0.03747844949364662,0.007478449493646622,10,10,0.030787179246544838,0.003916631918400526,0.0007871792465448391,0.026083368081599473,-0.4510481357574463,-0.11582668125629425,3.0,3,1.0
h16_seed211,16,211,silent,best,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.1528349667787552,-0.10524322092533112,0.12283496677875519,0.13524322092533111,0.2580781877040863,11,0,0.1528349667787552,0.0,0.12283496677875519,0.03,1.6060407161712646,-1.1059308052062988,3.0,3,3.0
h16_seed211,16,211,silent,best,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.031832315027713776,-0.009404287673532963,0.0018323150277137767,0.03940428767353296,0.04123660270124674,11,0,0.031832315027713776,0.0,0.0018323150277137767,0.03,0.059728898108005524,-0.01417800784111023,4.0,4,3.0
h16_seed211,16,211,silent,last,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.06871289759874344,-0.18299438059329987,0.03871289759874344,0.21299438059329986,0.2517072781920433,11,0,0.06871289759874344,0.0,0.03871289759874344,0.03,0.7220580577850342,-1.9229658842086792,2.0,2,2.0
h16_seed211,16,211,silent,last,1,0,10,1,0.0,0,False,0.0,0.0,0.0,silent,False,11,0.0,0.0,,,-0.05967813730239868,-0.06902239471673965,-0.08967813730239868,0.09902239471673965,0.009344257414340973,0,0,0.0,0.0,-0.03,0.03,0.061581600457429886,-0.48755648732185364,3.0,3,1.0
h16_seed211,16,211,silent,last,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.04744243994355202,-0.20341967046260834,0.01744243994355202,0.23341967046260834,0.25086211040616035,11,0,0.04744243994355202,0.0,0.01744243994355202,0.03,0.4985409677028656,-2.137601613998413,2.0,2,2.0
h16_seed211,16,211,silent,last,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.10668790340423584,-0.19509418308734894,0.07668790340423584,0.22509418308734894,0.3017820864915848,11,10,0.10668790340423584,9.344198042526841e-05,0.07668790340423584,0.02990655801957473,1.7258539199829102,-2.0510032176971436,5.0,5,3.0
h16_seed509,16,509,successful,best,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.06036246940493584,-0.09001687169075012,0.030362469404935838,0.12001687169075012,0.15037934109568596,11,0,0.06036246940493584,0.0,0.030362469404935838,0.03,0.634308934211731,-0.9459272623062134,1.0,1,1.0
h16_seed509,16,509,successful,best,1,0,10,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.07073643058538437,-0.11022403091192245,0.04073643058538437,0.14022403091192245,0.18096046149730682,11,0,0.07073643058538437,0.0,0.04073643058538437,0.03,0.7433220148086548,-1.1582708358764648,2.0,2,2.0
h16_seed509,16,509,successful,best,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.06135775148868561,-0.04004767909646034,0.03135775148868561,0.07004767909646034,0.10140543058514595,11,0,0.06135775148868561,0.0,0.03135775148868561,0.03,0.644767701625824,-0.42083436250686646,1.0,1,1.0
h16_seed509,16,509,successful,best,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.03299611061811447,-0.101005919277668,0.0029961106181144725,0.131005919277668,0.13400202989578247,11,0,0.03299611061811447,0.0,0.0029961106181144725,0.03,0.34673410654067993,-1.0614038705825806,1.0,1,1.0
h16_seed509,16,509,successful,last,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.12019608169794083,-0.23275190591812134,0.09019608169794083,0.26275190591812136,0.35294798761606216,11,0,0.12019608169794083,0.0,0.09019608169794083,0.03,1.263060450553894,-2.4458346366882324,2.0,2,2.0
h16_seed509,16,509,successful,last,1,0,10,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.03212141618132591,-0.07273561507463455,0.0021214161813259136,0.10273561507463455,0.10485703125596046,11,0,0.03212141618132591,0.0,0.0021214161813259136,0.03,0.3375425338745117,-0.7643300890922546,1.0,1,1.0
h16_seed509,16,509,successful,last,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.0981728583574295,-0.13291089236736298,0.0681728583574295,0.16291089236736297,0.23108375072479248,11,0,0.0981728583574295,0.0,0.0681728583574295,0.03,1.0316331386566162,-1.396672010421753,2.0,2,2.0
h16_seed509,16,509,successful,last,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.042516570538282394,-0.1354176104068756,0.012516570538282396,0.1654176104068756,0.177934180945158,11,0,0.042516570538282394,0.0,0.012516570538282396,0.03,0.4467782974243164,-1.4230133295059204,1.0,1,1.0
h24_seed107,24,107,successful,best,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.03360925242304802,0.0025276406668126583,0.0036092524230480205,0.02747235933318734,0.03108161175623536,11,11,0.03360925242304802,0.0025276406668126583,0.0036092524230480205,0.02747235933318734,0.3531772196292877,0.02656129002571106,2.0,2,2.0
h24_seed107,24,107,successful,best,1,0,10,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.09688955545425415,-0.04856543242931366,0.06688955545425415,0.07856543242931366,0.1454549878835678,11,0,0.09688955545425415,0.0,0.06688955545425415,0.03,1.0181477069854736,-0.5103417634963989,4.0,4,4.0
h24_seed107,24,107,successful,best,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.032417893409729004,0.00468546524643898,0.002417893409729005,0.02531453475356102,0.027732428163290024,11,10,0.032417893409729004,0.022940613329410553,0.002417893409729005,0.007059386670589446,0.3823119103908539,-0.1688905656337738,4.0,4,3.0
h24_seed107,24,107,successful,best,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.0600893571972847,0.026815809309482574,0.0300893571972847,0.0031841906905174244,0.033273547887802124,11,11,0.0600893571972847,0.026815809309482574,0.0300893571972847,0.0031841906905174244,0.6314389705657959,0.2817894518375397,2.0,2,2.0
h24_seed107,24,107,successful,last,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.1286376565694809,-0.3888045847415924,0.0986376565694809,0.41880458474159243,0.5174422413110733,11,0,0.1286376565694809,0.0,0.0986376565694809,0.03,1.5585598945617676,-3.7692723274230957,6.0,6,5.0
h24_seed107,24,107,successful,last,1,0,10,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.2114037275314331,-0.17892593145370483,0.1814037275314331,0.20892593145370483,0.39032965898513794,11,0,0.2114037275314331,0.0,0.1814037275314331,0.03,2.221500873565674,-1.8802132606506348,3.0,3,3.0
h24_seed107,24,107,successful,last,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.04854608327150345,-0.2031843215227127,0.01854608327150345,0.2331843215227127,0.25173040479421616,11,10,0.04854608327150345,0.0012251099105924368,0.01854608327150345,0.028774890089407562,1.0994006395339966,-2.146777391433716,4.0,4,3.0
h24_seed107,24,107,successful,last,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.03840108960866928,-0.16111361980438232,0.008401089608669282,0.19111361980438232,0.1995147094130516,11,0,0.03840108960866928,0.0,0.008401089608669282,0.03,0.39188268780708313,-1.1037733554840088,2.0,2,1.0
h24_seed211,24,211,collision,best,0,0,00,0,0.0,0,True,1.0,1.0,2.0,collision,False,11,1.0,0.0,11,10,0.10425104945898056,0.0,0.07425104945898056,0.03,0.10425104945898056,11,10,0.10425104945898056,0.03235853463411331,0.07425104945898056,-0.002358534634113313,1.0061309337615967,0.640967071056366,3.0,3,2.0
h24_seed211,24,211,collision,best,1,0,10,1,0.0,0,False,1.0,1.0,2.0,collision,False,11,0.0,0.0,10,10,0.0,0.0,-0.03,0.03,0.0,10,10,0.03603677824139595,0.07725193351507187,0.006036778241395951,-0.04725193351507187,0.7347840070724487,-0.6922439336776733,5.0,5,4.0
h24_seed211,24,211,collision,best,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,0.0,0.0,10,,0.0,-0.033180270344018936,-0.03,0.06318027034401894,0.033180270344018936,10,0,0.04123762249946594,0.0,0.011237622499465943,0.03,1.0517077445983887,0.020897269248962402,6.0,6,4.0
h24_seed211,24,211,collision,best,1,1,11,0,0.0,0,True,1.0,1.0,2.0,collision,False,11,1.0,0.0,11,10,0.03057553432881832,0.0,0.0005755343288183223,0.03,0.03057553432881832,11,10,0.03057553432881832,0.06772468239068985,0.0005755343288183223,-0.03772468239068985,0.3917631506919861,0.664077639579773,6.0,6,3.0
h24_seed211,24,211,collision,last,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.06999485194683075,-0.13742487132549286,0.03999485194683075,0.16742487132549286,0.2074197232723236,11,0,0.06999485194683075,0.0,0.03999485194683075,0.03,1.1293151378631592,-1.320971131324768,4.0,4,3.0
h24_seed211,24,211,collision,last,1,0,10,1,0.0,0,False,1.0,1.0,2.0,collision,False,11,1.0,0.0,11,10,0.1787084937095642,0.0,0.1487084937095642,0.03,0.1787084937095642,11,10,0.1787084937095642,0.1046503409743309,0.1487084937095642,-0.0746503409743309,2.371534585952759,-1.146344780921936,9.0,9,7.0
h24_seed211,24,211,collision,last,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.03144781291484833,-0.26250550150871277,0.0014478129148483287,0.2925055015087128,0.2939533144235611,11,0,0.03144781291484833,0.0,0.0014478129148483287,0.03,0.7937007546424866,-2.418516159057617,5.0,5,3.0
h24_seed211,24,211,collision,last,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.0889650508761406,-0.1850731521844864,0.058965050876140596,0.2150731521844864,0.274038203060627,11,0,0.0889650508761406,0.0,0.058965050876140596,0.03,2.051417350769043,-1.8721370697021484,7.0,7,5.0
h24_seed509,24,509,successful,best,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.035426683723926544,-0.0008371919393539429,0.005426683723926545,0.030837191939353942,0.03626387566328049,11,0,0.035426683723926544,0.0,0.005426683723926545,0.03,0.43949538469314575,0.2068573534488678,2.0,2,1.0
h24_seed509,24,509,successful,best,1,0,10,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.06211046129465103,-0.03110852651298046,0.03211046129465103,0.06110852651298046,0.09321898780763149,11,0,0.06211046129465103,0.0,0.03211046129465103,0.03,0.8683322668075562,-0.25967878103256226,4.0,4,3.0
h24_seed509,24,509,successful,best,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.06332479417324066,-0.10617857426404953,0.03332479417324066,0.13617857426404953,0.1695033684372902,11,0,0.06332479417324066,0.0,0.03332479417324066,0.03,0.6654380559921265,-1.1157598495483398,4.0,4,4.0
h24_seed509,24,509,successful,best,1,1,11,0,0.0,0,True,0.0,0.0,0.0,silent,False,11,0.0,0.0,,,0.029668554663658142,-0.030720774084329605,-0.0003314453363418568,0.060720774084329604,0.06038932874798775,11,0,0.029668554663658142,0.0,-0.0003314453363418568,0.03,0.37898704409599304,-0.10716928541660309,4.0,4,3.0
h24_seed509,24,509,successful,last,0,0,00,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.10264209657907486,-0.32696637511253357,0.07264209657907486,0.3569663751125336,0.42960847169160843,11,0,0.10264209657907486,0.0,0.07264209657907486,0.03,1.3829392194747925,-2.792372226715088,5.0,5,4.0
h24_seed509,24,509,successful,last,1,0,10,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.16323621571063995,-0.2580821216106415,0.13323621571063995,0.2880821216106415,0.42131833732128143,11,0,0.16323621571063995,0.0,0.13323621571063995,0.03,2.358839988708496,-2.4076709747314453,5.0,5,4.0
h24_seed509,24,509,successful,last,0,1,01,1,1.0,1,True,0.0,1.0,1.0,valid,True,11,1.0,0.0,11,,0.09380945563316345,-0.29686135053634644,0.06380945563316345,0.32686135053634646,0.3906708061695099,11,0,0.09380945563316345,0.0,0.06380945563316345,0.03,1.6292804479599,-2.815176248550415,6.0,6,5.0
h24_seed509,24,509,successful,last,1,1,11,0,-1.0,0,True,1.0,0.0,1.0,valid,True,11,1.0,0.0,11,,0.09538397938013077,-0.2748267948627472,0.06538397938013077,0.3048267948627472,0.37021077424287796,11,0,0.09538397938013077,0.0,0.06538397938013077,0.03,1.603395938873291,-1.8714773654937744,5.0,5,3.0
