auxiliary_source,auxiliary_weight,complete,condition,condition_role,convergence_step,direct_delay_supervision,direction_coordinate_initial,direction_coordinate_target,final_auxiliary_loss,final_current_centroid,final_delay_steps,final_hard_loss,final_hard_spike_arrival,final_hard_spike_count,final_hard_spike_w1_steps,final_nominal_delay_error_steps,final_pre_reset_centroid,final_total_loss,final_total_raw_gradient,hard_weight,initial_auxiliary_raw_gradient,initial_current_centroid,initial_delay_steps,initial_gradient_conflict,initial_hard_raw_gradient,initial_hard_spike_arrival,initial_hard_spike_count,initial_hard_spike_w1_steps,initial_pre_reset_centroid,initial_raw,initial_total_raw_gradient,learning_rate,maximum_hard_spike_count_during_training,minimum_hard_spike_count_during_training,optimizer_steps,protocol_id,recovered_exact_hard_arrival,stochastic_seed,target_arrival_step,target_current_centroid,target_hard_spike_arrival,target_nominal_delay_steps,target_pre_reset_centroid,test_split_opened
none,0.0,True,hard_filtered_only,negative_control,98,False,3.0,10.0,0.0,9.84920883178711,6.849208354949951,0.0,10.0,1.0,0.0,0.15079164505004883,9.867313385009766,0.0,0.0,1.0,0.0,3.1438896656036377,0.1438896805047989,False,-0.022117862477898598,3.0,1.0,7.0,3.0,-4.0,-0.022117862477898598,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
none,0.0,True,hard_filtered_only,negative_control,82,False,4.0,10.0,0.0,9.771842956542969,6.7718424797058105,0.0,10.0,1.0,0.0,0.22815752029418945,9.810884475708008,0.0,0.0,1.0,0.0,3.9536232948303223,0.953623354434967,False,-0.05902388319373131,4.0,1.0,6.0,3.955491065979004,-2.0,-0.05902388319373131,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
none,0.0,True,hard_filtered_only,negative_control,38,False,7.0,10.0,0.0,9.852726936340332,6.852726936340332,0.0,10.0,1.0,0.0,0.14727306365966797,9.870043754577637,0.0,0.0,1.0,0.0,7.0,4.0,False,-0.16777074337005615,7.0,1.0,3.0,7.0,0.0,-0.16777074337005615,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
none,0.0,True,hard_filtered_only,negative_control,0,False,10.0,10.0,0.0,10.04637622833252,7.0463762283325195,0.0,10.0,1.0,0.0,0.04637622833251953,10.0,0.0,0.0,1.0,0.0,10.04637622833252,7.0463762283325195,False,0.0,10.0,1.0,0.0,10.0,2.0,0.0,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
none,0.0,True,hard_filtered_only,negative_control,25,False,11.0,10.0,0.0,10.068081855773926,7.068081855773926,0.0,10.0,1.0,0.0,0.06808185577392578,10.0,0.0,0.0,1.0,0.0,10.856110572814941,7.856110095977783,False,0.006925386842340231,11.0,1.0,1.0,10.872686386108398,4.0,0.006925386842340231,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,24,False,3.1438896656036377,4.0,7.095195542206056e-10,3.999962329864502,0.9999622106552124,0.0,4.0,1.0,0.0,3.7789344787597656e-05,3.999962091445923,7.095195524858822e-12,-3.2960298312900704e-07,1.0,-0.12096980214118958,3.1438896656036377,0.1438896805047989,False,-0.006932354997843504,3.0,1.0,1.0,3.0,-4.0,-0.00814205314964056,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,4,4.0,4.0,1.0,4.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,0,False,3.9536232948303223,4.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,-0.038954053074121475,3.9536232948303223,0.953623354434967,False,0.0,4.0,1.0,0.0,3.955491065979004,-2.0,-0.0003895404515787959,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,4,4.0,4.0,1.0,4.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,,False,7.0,4.0,23.11168098449707,10.798776626586914,7.798776626586914,0.22824548184871674,11.0,1.0,7.0,6.798776626586914,10.829771041870117,0.459362268447876,-0.0036416365765035152,1.0,6.0,7.0,4.0,True,-0.16623477637767792,7.0,1.0,3.0,7.0,0.0,-0.10623477399349213,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,False,,4,4.0,4.0,1.0,4.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,,False,10.04637622833252,4.0,23.574581146240234,10.866524696350098,7.866524696350098,0.22824548184871674,11.0,1.0,7.0,6.866524696350098,10.880908012390137,0.46399128437042236,-0.0007588887820020318,1.0,5.078649997711182,10.04637622833252,7.0463762283325195,True,-0.10218752175569534,10.0,1.0,6.0,10.0,2.0,-0.05140107125043869,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,False,,4,4.0,4.0,1.0,4.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,,False,10.856110572814941,4.0,23.81804847717285,10.901890754699707,7.901891231536865,0.22824548184871674,11.0,1.0,7.0,6.901891231536865,10.909890174865723,0.46642595529556274,-1.4440060258635867e-09,1.0,0.968781054019928,10.856110572814941,7.856110095977783,True,-0.010760667733848095,11.0,1.0,7.0,10.872686386108398,4.0,-0.0010728511260822415,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,False,,4,4.0,4.0,1.0,4.0,False
