complete,convergence_step,direct_delay_supervision,final_delay_steps,final_loss,final_nominal_delay_error_steps,final_normalized_trace_w1_steps,final_output_trace_mass,final_raw_gradient,final_trace_centroid,final_trace_centroid_error_steps,initial_delay_jacobian,initial_delay_space_gradient,initial_delay_steps,initial_normalized_trace_w1_steps,initial_output_trace_mass,initial_parameter_value,initial_raw_gradient,initial_trace_centroid,initialization_label_raw,learning_rate,maximum_hard_spike_count,objective,objective_role,optimizer_steps,parameterization,path,path_valid,protocol_id,recovered_within_0p1_w1_step,stochastic_seed,target_arrival_step,target_nominal_delay_steps,target_trace_centroid,test_split_opened
True,0,False,8.0,0.4074512720108032,1.0,0.5907449722290039,0.39346927404403687,0.0,12.800862312316895,0.5907440185546875,1.0,-0.010924465022981167,7.046376705169678,0.024034574627876282,0.4485114812850952,7.0463766238230585,-0.010924465022981167,12.234150886535645,2.0,0.05,0.0,symmetric_kernel_alignment,candidate,200,direct,lif_membrane,True,delay_soft_trace_credit_level0c_v1,False,,10,7.0,12.210118293762207,False
True,,False,8.0,0.4074512720108032,1.0,0.5907449722290039,0.39346927404403687,0.0,12.800862312316895,0.5907440185546875,1.0,-0.013480777852237225,7.856110095977783,0.4952884316444397,0.40177449584007263,7.856110320303268,-0.013480777852237225,12.705405235290527,4.0,0.05,0.0,symmetric_kernel_alignment,candidate,200,direct,lif_membrane,True,delay_soft_trace_credit_level0c_v1,False,,10,7.0,12.210118293762207,False
True,178,False,0.976967453956604,3.86297979275696e-05,0.023032546043395996,0.023032546043395996,1.0,-0.002876900602132082,3.9769673347473145,0.023032665252685547,0.14130164970632894,-0.12468016142019993,0.1438896805047989,0.8561103343963623,1.0,-4.0,-0.017617512494325638,3.1438896656036377,-4.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,True,,4,1.0,4.0,False
True,0,False,0.9999990463256836,7.013682169765278e-14,9.5367431640625e-07,9.5367431640625e-07,1.0,-1.2468048282698874e-07,3.9999990463256836,9.5367431640625e-07,0.839948683228052,-0.006754092846674348,0.953623354434967,0.04637664556503296,1.0,-2.0,-0.005673091392964125,3.9536232948303223,-2.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,True,,4,1.0,4.0,False
True,,False,4.317371368408203,0.15493062138557434,3.317371368408203,3.317371368408203,1.0,1.7768824989161658e-07,7.317371368408203,3.317371368408203,2.0,-0.046191051602363586,4.0,3.0,1.0,0.0,-0.09238210320472717,7.0,0.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,4,1.0,4.0,False
True,,False,7.445144176483154,0.20597930252552032,6.445144176483154,6.445144176483154,1.0,-3.684921466629021e-05,10.445144653320312,6.4451446533203125,0.8399486832280529,-0.05785531484526201,7.0463762283325195,6.0463762283325195,1.0,2.0,-0.04859549552202225,10.04637622833252,2.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,4,1.0,4.0,False
True,,False,7.44411039352417,0.20597946643829346,6.44411039352417,6.44411039352417,1.0,-0.00011439944501034915,10.444110870361328,6.444110870361328,0.14130164970632886,0.059480222183248666,7.856110095977783,6.856110095977783,1.0,4.0,0.008404653519392014,10.856110572814941,4.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,4,1.0,4.0,False
True,,False,0.6337554454803467,0.17894312739372253,4.366244554519653,4.366244316101074,1.0,0.00020761537598446012,3.6337554454803467,4.366244554519653,0.14130164970632894,-0.07098612017739514,0.1438896805047989,4.856110572814941,1.0,-4.0,-0.010030455887317657,3.1438896656036377,-4.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,8,5.0,8.0,False
True,,False,0.6313259601593018,0.1789426952600479,4.368674039840698,4.368674278259277,1.0,1.1437920193202444e-06,3.6313259601593018,4.368674039840698,0.839948683228052,0.04693993770365767,0.953623354434967,4.046376705169678,1.0,-2.0,0.03942713886499405,3.9536232948303223,-2.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,8,5.0,8.0,False
True,62,False,4.999948024749756,1.9655141403340792e-10,5.1975250244140625e-05,5.1975250244140625e-05,1.0,-1.4182501217874233e-05,7.999948024749756,5.1975250244140625e-05,2.0,-0.14554288983345032,4.0,1.0,1.0,0.0,-0.29108577966690063,7.0,0.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,True,,8,5.0,8.0,False
True,,False,7.250784873962402,0.11988643556833267,2.2507848739624023,2.2507848739624023,1.0,6.425329388548562e-07,10.250784873962402,2.2507848739624023,0.8399486832280529,-0.029619122414325398,7.0463762283325195,2.0463762283325195,1.0,2.0,-0.024878542870283127,10.04637622833252,2.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,8,5.0,8.0,False
True,,False,7.2493062019348145,0.1198865994811058,2.2493062019348145,2.2493062019348145,1.0,-0.00014510951586999,10.249305725097656,2.2493057250976562,0.14130164970632886,0.08771643294828824,7.856110095977783,2.856110095977783,1.0,4.0,0.012394476681947708,10.856110572814941,4.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,8,5.0,8.0,False
True,,False,0.5682787895202637,0.206688791513443,6.431721210479736,6.431721210479736,1.0,0.00013096132897771895,3.5682787895202637,6.431721210479736,0.14130164970632894,-0.061558095250111876,0.1438896805047989,6.856110572814941,1.0,-4.0,-0.00869826041162014,3.1438896656036377,-4.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,sigmoid,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,10,7.0,10.0,False
