epoch,train_loss,train_acc,val_loss,val_acc,mean_hidden_spikes,time_s
1,0.6976064182817936,0.49985351599752903,0.7007486373186111,0.47723598778247833,0.2888267785310745,1.4748866558074951
2,0.6966007649898529,0.5004394538700581,0.6997884213924408,0.47723598778247833,0.31388065963983536,1.4187111854553223
3,0.6958336792886257,0.500732421875,0.6990797221660614,0.47723598778247833,0.2548491358757019,1.3958745002746582
4,0.6957625634968281,0.49912109412252903,0.6983450353145599,0.47723598778247833,0.26027074456214905,1.7146885395050049
5,0.6949982270598412,0.5013183616101742,0.697838231921196,0.47723598778247833,0.2744140625,1.4182207584381104
6,0.6945913024246693,0.500585937872529,0.6969716548919678,0.47723598778247833,0.24275996908545494,1.2603273391723633
7,0.6944798678159714,0.500146484002471,0.696544274687767,0.47723598778247833,0.20578528940677643,1.2850277423858643
8,0.6939615197479725,0.5023437514901161,0.6958004236221313,0.47723598778247833,0.24771012738347054,1.2074050903320312
9,0.694013886153698,0.500585937872529,0.6956517547369003,0.47723598778247833,0.22821255400776863,1.2711102962493896
10,0.6938844546675682,0.4988281261175871,0.6955109089612961,0.47723598778247833,0.25636449456214905,1.2288570404052734
11,0.6933861263096333,0.5004394538700581,0.694735661149025,0.47723598778247833,0.2608432099223137,1.2233915328979492
12,0.6932134591042995,0.5017578136175871,0.6950760930776596,0.48114223778247833,0.27707435190677643,1.271733045578003
13,0.6932102218270302,0.5041992180049419,0.6936484426259995,0.47908809036016464,0.3086274266242981,1.226259469985962
14,0.6930006444454193,0.5056640617549419,0.6937987059354782,0.4823208525776863,0.2968413233757019,1.2434852123260498
15,0.6929021403193474,0.5040527358651161,0.6937944144010544,0.4812432676553726,0.26697198301553726,1.2206778526306152
16,0.6927679143846035,0.5050292983651161,0.6937604993581772,0.47821255028247833,0.31886449456214905,1.2586476802825928
17,0.6928835920989513,0.504638671875,0.6929558664560318,0.4763604551553726,0.30707839131355286,1.322035312652588
18,0.6925027444958687,0.505859375,0.6925884634256363,0.4822198301553726,0.3026670292019844,1.2460596561431885
19,0.6919392049312592,0.50634765625,0.6928781867027283,0.4793911650776863,0.3205482214689255,1.6756553649902344
20,0.6922603212296963,0.50390625,0.6930319666862488,0.4812432676553726,0.33647629618644714,1.3771333694458008
21,0.691866759210825,0.5047851577401161,0.6921265721321106,0.4880792051553726,0.41375942528247833,1.3935182094573975
22,0.6919600740075111,0.502685546875,0.6921135932207108,0.47821255028247833,0.4229189082980156,1.4184820652008057
